He has eyes fat? at the back of his head., he has eyes in in front front ? front his,He has eyes at the back of his head.,0.3
Try to answer as many questions as possible., not to ask as many questions as possible .,Try to answer as many questions as possible.,0.7777777777777778
He will go to New York next finished month., he will go to new new next . month,He will go to New York next month.,0.6666666666666666
I've been waiting for you for three, i ' ve been waiting for you for three,I've been waiting for you for three hours!,1.0
You are a good person., you are a good person .,You are a good person.,1.0
Somebody the off tipped gang members to the police surveillance., he the off kept by number to . . . .,Somebody tipped off the gang members to the police surveillance.,0.2727272727272727
Fish can be dry and tasteless if it's overcooked., your can be white and taste be if it ' ##s un un . .,Fish can be dry and tasteless if it's overcooked.,0.5333333333333333
I want those reports on my desk within the hour., i want these report on my desk within . hour .,I want those reports on my desk within the hour.,0.7272727272727273
old is this stuff?, he this this this ?,How old is this stuff?,0.2
Kick as hard as you can., your as as as you can .,Kick as hard as you can.,0.7142857142857143
Does that guy look familiar to hives you?, did you look look wearing to your ##s,Does that guy look familiar to you?,0.25
I'm not stop. to going, i ' m not going to get going,I'm not going to stop.,0.75
It took courage to do what Tom, it did courage to do what did,It took courage to do what Tom did.,0.7142857142857143
I calculate listen to jazz sometimes., you spend listen to every .,I listen to jazz sometimes.,0.16666666666666666
Do your homework by face-to-face. yourself., i your your by by .,Do your homework by yourself.,0.5
You can't do both at the same time., you can ' t do both at the same time .,You can't do both at the same time.,1.0
The plane took off at exactly ten bank. o'clock., the plane took off at exactly ten of . . .,The plane took off at exactly ten o'clock.,0.7272727272727273
Would you like some coffee?, would you like some coffee ?,Would you like some coffee?,1.0
She is quite pretty, fired but looks unhealthy., i is quite pretty , i and looks un ##st day ##ly,She is quite pretty, but looks unhealthy.,0.3333333333333333
He ran a great risk in the jungle., i ran a great risk in the forest .,He ran a great risk in the jungle.,0.7777777777777778
What would you attempt to do if you knew you could not fail?, what you you manage to do if you know you could cannot do ?,What would you attempt to do if you knew you could not fail?,0.6428571428571429
I hope Tom me proves wrong., i hope tom make me wrong .,I hope Tom proves me wrong.,0.8571428571428571
That's why I sent for you., that ' s why i sent for you .,That's why I sent for you.,1.0
you like cake?" "Yes, I do.", you ice cake your of " course course i i . .,"Do you like cake?" "Yes, I do.",0.0
You ran a red light., he ran a red light .,You ran a red light.,0.8333333333333334
He stopped true reading the newspaper., he stopped on reading the newspaper,He stopped reading the newspaper.,0.3333333333333333
I don't know how works., i don ' t know how works .,I don't know how this works.,0.75
I'd like to look things over., i ' d like to look things over .,I'd like to look things over.,1.0
Tom can ski as well as his brother., tom father ski as well as his brother .,Tom can ski as well as his brother.,0.8888888888888888
Don't worry. I'll teach you how to drive., don ' t worry . i ' ll teach you how to drive .,Don't worry. I'll teach you how to drive.,1.0
What do you love? What do you hate?, what do you hate ? ? do you ? ?,What do you love? What do you hate?,0.7
hate am growing to I the girl., i am growing to my the woman .,I am growing to hate the girl.,0.75
This a good book for children to read., he is good book for for to read .,This is a good book for children to read.,0.2222222222222222
concert Our has been postponed., your your has been gone .,Our concert has been postponed.,0.5
Tom doesn't eat between meals., tom doesn ' t eat between meals .,Tom doesn't eat between meals.,1.0
He cannot wants something cold to drink., he has wants for cold to drink,He wants something cold to drink.,0.14285714285714285
Keep the child away from the pond., he the child away from the pond .,Keep the child away from the pond.,0.875
I'm not going to enough talk., i ' m not going to enough much,I'm not going to talk.,0.75
They were beach. on the sunbathing, we stayed beach beach on beach sun beach sun,They were sunbathing on the beach.,0.1111111111111111
We thought his threat was only a joke., she thought his joke was only a joke .,We thought his threat was only a joke.,0.7777777777777778
Can you remember the first word you learned in English?, can you remember the first word you learned in english ?,Can you remember the first word you learned in English?,1.0
You birth can't get on this bus., you don ' t get it get . .,You can't get on this bus.,0.5555555555555556
We must try to preserve the remains of ancient civilizations., we must try to continue the existence of our . .,We must try to preserve the remains of ancient civilizations.,0.6363636363636364
I can come if you want., i can come if you want .,I can come if you want.,1.0
You have friends who can help you, don't you?, you have friends who can help you you don ' t you ?,You have friends who can help you, don't you?,0.9230769230769231
Do you want to tell me what this is?, do you want to tell me what this is ?,Do you want to tell me what this is?,1.0
How many boys are there in this class?, how many boys are there in this class ?,How many boys are there in this class?,1.0
I'm not a morning person., i ' m not a i person .,I'm not a morning person.,0.875
I looked few in the window., i saw in in the window,I looked in the window.,0.3333333333333333
I caught a cold two days ago., i caught a cold cold days ago .,I caught a cold two days ago.,0.875
He fell in love with his best friend., he fell in love with his friend friend .,He fell in love with his best friend.,0.8888888888888888
Do you house a own in Italy?, do you own a own in in ?,Do you own a house in Italy?,0.75
I want time instead of money., i need this money of money .,I want time instead of money.,0.5714285714285714
I dictionary expect much of him., i don ' much much .,I expect much of him.,0.3333333333333333
You might be interested in this., you might be interested in this .,You might be interested in this.,1.0
Ottawa is the capital of Canada., tom is the capital of france .,Ottawa is the capital of Canada.,0.7142857142857143
I can't remember the last time I've seen you so excited about something., i can ' t remember the last time i ' ve seen you so excited about something .,I can't remember the last time I've seen you so excited about something.,1.0
Please me what you know about it., let me what you know know it .,Please tell me what you know about it.,0.125
This is where I brought my girlfriend on first date., this is where i brought my girlfriend on first date .,This is where I brought my girlfriend on our first date.,0.7272727272727273
Haiti is a nation seems that hopelessly impoverished., your is a country became a . . . .,Haiti is a nation that seems hopelessly impoverished.,0.3
Will you give it to me?, will you give it to me ?,Will you give it to me?,1.0
The climate of Canada is cooler than that of Japan., your climate of china is warm than it of japan .,The climate of Canada is cooler than that of Japan.,0.6363636363636364
We can do a better., we can do a good .,We can do a lot better.,0.6666666666666666
There's no need to hurry. We have plenty time., there ' s no need to hurry . we plenty plenty time .,There's no need to hurry. We have plenty of time.,0.7692307692307693
I don't think Tom can deal with the situation., i don ' t think tom can handle with the situation .,I don't think Tom can deal with the situation.,0.9166666666666666
She put on her hat to go out., she put on her hat to go go .,She put on her hat to go out.,0.8888888888888888
Please me what you know about it., let me what you know know it .,Please tell me what you know about it.,0.125
That's the best thing that happen to me., that ' s the best thing thing happen happen me .,That's the best thing that could happen to me.,0.6363636363636364
Would you put out the candles?, would you put put the candles ?,Would you put out the candles?,0.8571428571428571
My brother is a member trembled of the rescue squad., your brother is a member of of the . .,My brother is a member of the rescue squad.,0.6
I wish I could be in Paris now., i wish i could be in here now .,I wish I could be in Paris now.,0.8888888888888888
Tom ordered Mary to do it., tom ordered mary to do it .,Tom ordered Mary to do it.,1.0
His wife goes with him wherever he goes., his wife went with him wherever he goes .,His wife goes with him wherever he goes.,0.8888888888888888
I've been trying to get a of you for the past two hours., i ' ve been trying to get a of of for for past hours hours .,I've been trying to get a hold of you for the past two hours.,0.625
They rented the room on the second floor to retarded a student., she rented the room on the second floor to birth child ##ed,They rented the room on the second floor to a student.,0.6666666666666666
Tom and friends sat around the campfire and roasted marshmallows., tom and friends sit around the table for and danced every every ##ers ##s .,Tom and his friends sat around the campfire and roasted marshmallows.,0.13333333333333333
We will make an exception of your case., he will make an experience of your . .,We will make an exception of your case.,0.6666666666666666
I feel safe you., i feel safe your your,I feel safe with you.,0.6
He has earned a lot of money., he has paid a lot of money .,He has earned a lot of money.,0.875
Tom has friends all over the world., everyone has friends all over the world .,Tom has friends all over the world.,0.875
Can you take me with you on the plane?, can you take me with you on the plane ?,Can you take me with you on the plane?,1.0
I want to get married have and children., i want to get married with . . .,I want to get married and have children.,0.6666666666666666
They're My mother has been dead these ten years., they ' re my my father been dead these,My mother has been dead these ten years.,0.0
of them are very cute., i are are very cute .,Both of them are very cute.,0.0
I'd be if they asked me to quit the team., i ' ll be if they asked me to quit the team .,I'd be depressed if they asked me to quit the team.,0.23076923076923078
Don't expect anyone to you., don ' ' expect anyone to you .,Don't expect anyone to help you.,0.625
If you could only speak English, you would be perfect., if you could only speak english , you would be perfect .,If you could only speak English, you would be perfect.,1.0
Monday. went fishing last I, my mother went by night ?,I went fishing last Monday.,0.0
These new immigrants had no skills., many these people had your experience .,These new immigrants had no skills.,0.2857142857142857
Do White. you want this room painted, too?, do you . you your ? ? ? ?,Do you want this room painted, too?,0.3333333333333333
I expected that he would come., i thought that he would come .,I expected that he would come.,0.8571428571428571
He fainted in the middle of his Disconnect speech., he faint ##ed in the middle of his his birth,He fainted in the middle of his speech.,0.8
I've heard that some people sleep in bathtubs., i ' ve heard that some people sleep in ##s room ##s .,I've heard that some people sleep in bathtubs.,0.8461538461538461
He played a key role in the movement., he played a great role in the . .,He played a key role in the movement.,0.7777777777777778
If I were you, I would ignore it., if i were your , i would it it .,If I were you, I would ignore it.,0.8
I advise you to change clothes., i advise you to change clothes .,I advise you to change clothes.,1.0
I did better than everyone expected., i did better than everyone expected .,I did better than everyone expected.,1.0
No one is listening me., no one is trying me .,No one is listening to me.,0.5
I'd be if they asked me to quit the team., i ' ll be if they asked me to quit the team .,I'd be depressed if they asked me to quit the team.,0.23076923076923078
By the way, have you heard from her since then?, by the way , you you seen since her since then ?,By the way, have you heard from her since then?,0.75
speaks well of him., she made him him him,Everyone speaks well of him.,0.2
not am I the person I used to be., i am i the i i used to be .,I am not the person I used to be.,0.8
He speaks English accent. a German with, he speaks english english french french french .,He speaks English with a German accent.,0.5
I can't happened. this believe, i can ' t happened said in .,I can't believe this happened.,0.625
I know I got it right this time., i know i got get right this . .,I know I got it right this time.,0.7777777777777778
disease. If I were a bird, I could fly to you., i think if if if an ? , i this fly you,If I were a bird, I could fly to you.,0.0
There was once a time when I could not trust others., there was once a time when i cannot not trust others .,There was once a time when I could not trust others.,0.9166666666666666
Two families live in that festivals. house., the house live in that and .,Two families live in that house.,0.5714285714285714
Send for a doctor at once., write for a doctor at once once,Send for a doctor at once.,0.7142857142857143
He's now a college student., he ' s now a college student .,He's now a college student.,1.0
Why do you want to be alone all the time?, why do you want to spend alone for the time ?,Why do you want to be alone all the time?,0.8181818181818182
He was the first man I interviewed for the job., he was the first man i asked for the job .,He was the first man I interviewed for the job.,0.9090909090909091
He took a taxi in order not to miss the train., he took a taxi in to not to miss the train .,He took a taxi in order not to miss the train.,0.9166666666666666
I know exactly you feel., i know exactly you feel .,I know exactly how you feel.,0.5
I'm tomorrow. it's going to rain afraid, i ' ll tell tomorrow ' ' s ' rain rain .,I'm afraid it's going to rain tomorrow.,0.4166666666666667
I don't care you as long as you are happy., i don ' t care you as long as you are happy,I don't care as long as you are happy.,0.4166666666666667
I hope you'll laughter. come back., i hope you ' ll be . .,I hope you'll come back.,0.75
Set a thief to catch a thief., i is need to go a . .,Set a thief to catch a thief.,0.375
What was concert first the you went to?, what did the first before ? ? ? ?,What was the first concert you went to?,0.4444444444444444
You need to lose weight., you need to lose weight .,You need to lose weight.,1.0
The children were sliding on the ice., his children was flying on the ice .,The children were sliding on the ice.,0.625
This is my favorite spoiled spot., he is my favorite favorite spot,This is my favorite spot.,0.5
I miss you when you're here. not, it miss you when you ' re here here not,I miss you when you're not here.,0.7
You look just like your father., you look like like your father .,You look just like your father.,0.8571428571428571
The idea is not bad., the idea is not bad .,The idea is not bad.,1.0
I'll let you know when I need you., i ' ll let you know when i need you .,I'll let you know when I need you.,1.0
this must think You is funny., we must think you is funny .,You must think this is funny.,0.7142857142857143
see I you've made a friend., i ' you ' ve been a friend .,I see you've made a friend.,0.7777777777777778
She advised him not to drive too fast., she advised him not to drive too fast .,She advised him not to drive too fast.,1.0
Tom should pay he owes., tom should pay his his .,Tom should pay what he owes.,0.5
make me kill you., i me kill kill you,Don't make me kill you.,0.0
snap This is the place where my father was born., your your your the place where my father was born,This is the place where my father was born.,0.0
I did it in a couple of days., i did it in a couple of days .,I did it in a couple of days.,1.0
Do today? have any plans for you, would you you your tomorrow ? ? ?,Do you have any plans for today?,0.25
This is all I want., this is all i want .,This is all I want.,1.0
Tom did a pretty job., tom did a pretty job .,Tom did a pretty good job.,0.6666666666666666
He has a bright future., he has a big past .,He has a bright future.,0.6666666666666666
I want you to get some rest., i need you to get some sleep .,I want you to get some rest.,0.75
Is there something in particular that you're looking for?, is there something in particular that you ' re looking for ?,Is there something in particular that you're looking for?,1.0
That boy showed no fear., that boy showed no fear .,That boy showed no fear.,1.0
Her sudden departure surprised us all., a sudden departure did us all .,Her sudden departure surprised us all.,0.7142857142857143
Thank you for considering me for the job., thank thank for for for for the job .,Thank you for considering me for the job.,0.6666666666666666
It's an idea whose has come., it ' s an idea who has come .,It's an idea whose time has come.,0.5555555555555556
Tom rarely wears dark colors., tom seldom wears black color .,Tom rarely wears dark colors.,0.5
What game do you want play to now?, what game you you want for now now ?,What game do you want to play now?,0.6666666666666666
want you Do me to call the police?, did you please me to call the police ?,Do you want me to call the police?,0.7777777777777778
The doctor's reassured the patient., the doctor ' s with the patient .,The doctor's remarks reassured the patient.,0.5
Tom wasn't a wearing belt., tom wasn ' t a wearing in .,Tom wasn't wearing a belt.,0.625
I had business to take care of., i had my to take care of .,I had business to take care of.,0.875
The boat sank the during storm., the boat went the during storm .,The boat sank during the storm.,0.5714285714285714
It was his best time., it was his best time .,It was his best time.,1.0
Tom doesn't know what Mary was going to do., tom doesn ' t know what mary was going to do .,Tom doesn't know what Mary was going to do.,1.0
I wasn't trying to hurt anybody., i wasn ' t trying to hurt anybody .,I wasn't trying to hurt anybody.,1.0
fired. said you were They, i knew i your your ?,They said you were fired.,0.0
Tom insisted respect that I go., tom promised that that i go,Tom insisted that I go.,0.3333333333333333
I'm glad to one the be who tells you., i ' m glad to see the you you you you .,I'm glad to be the one who tells you.,0.6666666666666666
I wanted to impress you., i wanted to show you .,I wanted to impress you.,0.8333333333333334
Are still not convinced?, are i not sure ?,Are you still not convinced?,0.2
Tom stepped off the train., tom walked off the train .,Tom stepped off the train.,0.8333333333333334
a don't have We pool., she don ' t have your hair .,We don't have a pool.,0.625
I promise you I'll help you., i promise you i ' ll help help .,I promise you I'll help you.,0.8888888888888888
Stay away from the fire., stay away from the fire .,Stay away from the fire.,1.0
Let's go ahead and eat., let ' s go go and eat .,Let's go ahead and eat.,0.875
She is as as I am., he is i as i am .,She is as young as I am.,0.14285714285714285
Tom was accused of doing sloppy work., he was accused of of losing job .,Tom was accused of doing sloppy work.,0.5
We want you to sing the song., i want you to sing the song .,We want you to sing the song.,0.875
According to the weather report, it will snow tonight., according to the weather report , it will snow snow .,According to the weather report, it will snow tonight.,0.9090909090909091
You've vivid a got imagination!, you ' ve got a a imagination !,You've got a vivid imagination!,0.875
Show me a better one., show me a better one .,Show me a better one.,1.0
It's wrong. that you're obvious, it ' s wrong it s ' ' serious re,It's obvious that you're wrong.,0.4
I sat down next to him., i sat down next to him .,I sat down next to him.,1.0
you. wants to protect Everybody, everybody everybody wants your everybody everybody,Everybody wants to protect you.,0.16666666666666666
Yesterday, as I was walking along the I saw an accident., having , as i was walking along the river saw an accident .,Yesterday, as I was walking along the street, I saw an accident.,0.5384615384615384
Hi. How are you doing?, do you you are doing doing ?,Hi. How are you doing?,0.42857142857142855
cat The scratched my hand., i me the my hand .,The cat scratched my hand.,0.5
I just needed some water., i just need some water .,I just needed some water.,0.8333333333333334
I'd like you to postpone your trip., i ' d like you to post post your trip .,I'd like you to postpone your trip.,0.9090909090909091
Why don't you start by telling us what you saw?, why don ' t you start by telling us what you saw ?,Why don't you start by telling us what you saw?,1.0
I had planned to leave for New York the next morning., i had expected to leave for new york next next yesterday .,I had planned to leave for New York the next morning.,0.75
Everyone’s eyes were on the screens., she ' s following on on the table .,Everyone’s eyes were fixed on the screens.,0.1111111111111111
Can you elaborate on this stolen a little more?, can you pay on this stolen a little ?,Can you elaborate on this a little more?,0.5555555555555556
I read all kinds of, i read some kind of,I read all kinds of books.,0.6
Where do you get your hair, where do get get your hair,Where do you get your hair done?,0.8333333333333334
At what age do you want to get married?, how what age do you want to get married ?,At what age do you want to get married?,0.9
Does this sentence make sense?, does this sentence make make ?,Does this sentence make sense?,0.8333333333333334
It'll be hard to Tom to help us., it ' ll be hard to tell to help us .,It'll be hard to convince Tom to help us.,0.5454545454545454
My parents are very principal. old fashioned., my parents are very very . .,My parents are very old fashioned.,0.7142857142857143
She Bring needs him more than he needs her., no need needs for more than he his .,She needs him more than he needs her.,0.1111111111111111
Tell them what you told me., tell told what you told tell .,Tell them what you told me.,0.7142857142857143
I was walking the station then., i was walking by station . .,I was walking to the station then.,0.42857142857142855
For one thing, I couldn't afford to do that., it one thing , i couldn ' t afford to do that .,For one thing, I couldn't afford to do that.,0.9230769230769231
I'm to sorry have disturbed you., i ' m sorry sorry you disturbed you .,I'm sorry to have disturbed you.,0.7777777777777778
You're one of them, aren't you?, you ' re one of them , aren ' t you ?,You're one of them, aren't you?,1.0
I ate light lunch., i ate this lunch lunch,I ate a light lunch.,0.6
Tom is interested gentle in mathematics., tom is interested with in mathematics,Tom is interested in mathematics.,0.5
I have up my mind to leave Japan., i have up my mind to leave japan .,I have made up my mind to leave Japan.,0.2222222222222222
You know have to go., you know i to go .,You know I have to go.,0.5
I'm taking a walk in a park., i ' m taking a walk in a park .,I'm taking a walk in a park.,1.0
Why do you really to want lose weight?, why you you really to to lose lose ?,Why do you really want to lose weight?,0.6666666666666666
Without further ado, let me introduce tonight's guest., he and to to me me me introduce introduce ' s s .,Without further ado, let me introduce tonight's guest.,0.38461538461538464
I would like a cup of coffee., i would like a cup of coffee .,I would like a cup of coffee.,1.0
The homework is due next week., your homework is busy next week .,The homework is due next week.,0.7142857142857143
He soon grows tired of a thing regardless of how much he liked it to begin with., he became became tired of a thing though of how much he liked it to of with .,He soon grows tired of a thing regardless of how much he liked it to begin with.,0.7777777777777778
I to wish I were a bird., i wish wish i were a bird,I wish I were a bird.,0.2857142857142857
What are you waiting for?, what are you waiting for ?,What are you waiting for?,1.0
Are you proud of yourself?, are you proud of your ?,Are you proud of yourself?,0.8333333333333334
The lady is over eighty., the lady is over thirty .,The lady is over eighty.,0.8333333333333334
How going to see a movie tonight?, how ' to see a movie tonight ?,How about going to see a movie tonight?,0.125
get did you What hit with?, did did you get hit with ?,What did you get hit with?,0.8571428571428571
black I don't have medical training., i don ' not t my medical for,I don't have medical training.,0.375
She turned down his proposal., she turned down his proposal .,She turned down his proposal.,1.0
I need passport and three pictures., i need passport and three . .,I need your passport and three pictures.,0.2857142857142857
the water They fruit trees., the water fish fruit trees .,They water the fruit trees.,0.6666666666666666
She has very planned few close friends., she has many few many her friends,She has very few close friends.,0.42857142857142855
It's not necessary to come tomorrow., it ' s not necessary to come tomorrow .,It's not necessary to come tomorrow.,1.0
I'm not going to enough talk., i ' m not going to enough much,I'm not going to talk.,0.75
I like to play the piano., she like to play the piano .,I like to play the piano.,0.8571428571428571
Between us, he is a little foolish., it us , he is a little mistake .,Between us, he is a little foolish.,0.7777777777777778
A friend is mine of studying abroad., your friend is of of your in .,A friend of mine is studying abroad.,0.25
The village is connected with our trying town by a bridge., our village has built with our our city by by bridge,The village is connected with our town by a bridge.,0.2727272727272727
How far are you prepared to go?, how far are you prepared to go ?,How far are you prepared to go?,1.0
I always keep a dictionary close at hand., i always keep a dictionary in at hand .,I always keep a dictionary close at hand.,0.8888888888888888
Tom went on a business trip last week., tom went on a business trip last week .,Tom went on a business trip last week.,1.0
The Soviet Union launched Sputnik I in 1957., the u union ##el e ##ut ##man . in . .,The Soviet Union launched Sputnik I in 1957.,0.45454545454545453
Do you know how to use a computer?, do you know how to use a computer ?,Do you know how to use a computer?,1.0
My father has locked been doing this job for twenty years., my father has been been doing this job for twenty years,My father has been doing this job for twenty years.,0.36363636363636365
You don't train look that good., you don ' t need look that .,You don't look that good.,0.625
Tom found a hundred dollar bill on the street., tom found a hundred in watch on the street .,Tom found a hundred dollar bill on the street.,0.8
Are you looking at me?, are you staring at me ?,Are you looking at me?,0.8333333333333334
He explained to me how to use the machine., he explained to me how to use the machine .,He explained to me how to use the machine.,1.0
She was the last to cross the finishing line., he was the last to cross the finished line .,She was the last to cross the finishing line.,0.8
Don't Last worry. Everything'll be fine., don ' t get worry . ' ' ' be fine,Don't worry. Everything'll be fine.,0.36363636363636365
This is an old book., this is an old book .,This is an old book.,1.0
I couldn't bring myself to take the job., i can ' t bring myself to take the job job,I couldn't bring myself to take the job.,0.8181818181818182
I don't think I really matter to you., i don ' t think i really look to you .,I don't think I really matter to you.,0.9090909090909091
At last, we got the information., at last , we got the information .,At last, we got the information.,1.0
I found what I was looking for in the drawers., i found what i was looking for in the . .,I found what I was looking for in the drawers.,0.9090909090909091
I want something to watch. eat., i want something to watch .,I want something to eat.,0.8333333333333334
At last, you've hit the nail on the head!, at last , you ' ve hit the boss on the head !,At last, you've hit the nail on the head!,0.9230769230769231
He went backstage after the show., we went not after the the .,He went backstage after the show.,0.5714285714285714
I wish I could be in Paris now., i wish i could be in here now .,I wish I could be in Paris now.,0.8888888888888888
He gave her a book., she gave her a book .,He gave her a book.,0.8333333333333334
I made a judgment call., he took a judgment call .,I made a judgment call.,0.6666666666666666
Did I just do that?, did i just do that ?,Did I just do that?,1.0
We don't have a garden., we don ' t have a garden .,We don't have a garden.,1.0
I got hammered last night., i got ' last night .,I got hammered last night.,0.8333333333333334
really I don't have anything else to say., i don ' t have any else else to . .,I really don't have anything else to say.,0.36363636363636365
You gave me your word., you gave me your word .,You gave me your word.,1.0
Should I wait for am you here?, did i wait for this you here,Should I wait for you here?,0.42857142857142855
I wanted run away with Tom., i wanted to away with tom .,I wanted to run away with Tom.,0.42857142857142855
What are the chances of that happening?, what are the chances of that happening ?,What are the chances of that happening?,1.0
foreign is the best way to learn a What language?, what is the best way to learn a foreign language ?,What is the best way to learn a foreign language?,1.0
Do you have health insurance?, do you have your insurance ?,Do you have health insurance?,0.8333333333333334
The storm developed into a typhoon., few typhoon became into a typhoon .,The storm developed into a typhoon.,0.5714285714285714
One cannot make dogs out cats. of, she can make dogs out in her ?,One cannot make dogs out of cats.,0.375
He never seems to grow older., he never seems to grow older .,He never seems to grow older.,1.0
We need to remember mail to this letter tomorrow., we need to remember mail letter letter letter tomorrow .,We need to remember to mail this letter tomorrow.,0.7
Do understand what's going on?, do understand understand what ' s on ?,Do you understand what's going on?,0.625
I sure am you weren't hurt., i sure am ' weren ' t hurt .,I sure am glad you weren't hurt.,0.3333333333333333
You're the only I have., you ' re the best i i .,You're the only friend I have.,0.625
I really then want to see you., i really looking want see see you,I really want to see you.,0.42857142857142855
I'd like to talk to you about something., i ' d like to talk to you about something .,I'd like to talk to you about something.,1.0
You're either with me or you're against me., you ' re both you me or you ' re against me .,You're either with me or you're against me.,0.8461538461538461
body. They had once helped each other., he had something had each each each,They had once helped each other.,0.2857142857142857
What did you open it with?, what did you open it with ?,What did you open it with?,1.0
I tried to maintain my composure., i tried to your my mind .,I tried to maintain my composure.,0.7142857142857143
Stay calm and your best., your your and your best .,Stay calm and do your best.,0.16666666666666666
I felt it was himself. necessary, so I did it., i felt it was himself i it it i it it,I felt it was necessary, so I did it.,0.45454545454545453
I to support a large family., i to support a a family .,I have to support a large family.,0.2857142857142857
I don't ordinarily do this., i don ' t have any can do this .,I don't ordinarily do this.,0.7
really don't think that'll be necessary., i don ' t think that ' ll be necessary .,I really don't think that'll be necessary.,0.09090909090909091
Why are you busy today?, why you you busy today ?,Why are you busy today?,0.8333333333333334
She refused to accept the money., he refused to accept the money .,She refused to accept the money.,0.8571428571428571
I guess you'll need help. some, i guess you ' ll need help . .,I guess you'll need some help.,0.7777777777777778
That child wants someone to play with., many child wants someone to play with .,That child wants someone to play with.,0.875
I'll have to find a part-time job., i ' ll have to find a part - time job .,I'll have to find a part-time job.,1.0
All humans on Earth are descended from common a ancestor., your living on earth are raised from a a . .,All humans on Earth are descended from a common ancestor.,0.5454545454545454
Today, I met my new teacher., i , i met teacher new teacher .,Today, I met my new philosophy teacher.,0.5
Could you please tell me again why you are late?, could you please tell me again why you be late ?,Could you please tell me again why you are late?,0.9090909090909091
He turned pale with fright., he felt pale for midnight .,He turned pale with fright.,0.5
I want to sleep in my bed., i want to sleep in my bed .,I want to sleep in my own bed.,0.75
I know what they want me to, i know what they want me to,I know what they want me to do.,1.0
is! Tell Tom that I need his help., tom ! tell tom that . . .,Tell Tom that I need his help.,0.125
I knew we would find it., i knew we would find it .,I knew we would find it.,1.0
I want you to come somewhere with me., i want you to come here with me .,I want you to come somewhere with me.,0.8888888888888888
You need to have breakfast., you need to have breakfast .,You need to have breakfast.,1.0
You home better go had as soon as possible., you just to go be as soon soon possible .,You had better go home as soon as possible.,0.6
He was killed by blunt weapon., he was killed by shot gun .,He was killed by a blunt weapon.,0.5714285714285714
This is first time I've ever written a letter in French., it is first time i ' ve ever written a letter in french .,This is the first time I've ever written a letter in French.,0.07142857142857142
I'm just an guy. average, i ' m just an guy idea .,I'm just an average guy.,0.75
I know this must come perfectly. as a shock., i know this must come it it it .,I know this must come as a shock.,0.6666666666666666
gentlemen. I hope to own my own house someday., i me never of up my . . .,I hope to own my own house someday.,0.2222222222222222
solar World War II ended in 1945., my in in we in in .,World War II ended in 1945.,0.2857142857142857
Do you know how many people live in Australia?, do you know how people people live in australia ?,Do you know how many people live in Australia?,0.9
Over the holidays, I spent days doing nothing., i the months , i spent days doing nothing .,Over the holidays, I spent days doing nothing.,0.8
It's a of matter pride., it ' s a lot of of .,It's a matter of pride.,0.75
He had a credit bitter experience., he had a a responsibility experience,He had a bitter experience.,0.5
You don't have enough experience., you don ' t have enough experience .,You don't have enough experience.,1.0
The letter was by written hand., the letter was by written hand .,The letter was written by hand.,0.7142857142857143
I am not getting involved., i am not getting involved .,I am not getting involved.,1.0
What are you going to be when you grow up?, what are you going to be when you grow up ?,What are you going to be when you grow up?,1.0
be just want this to I over., just just want this to be . .,I just want this to be over.,0.75
He has the backing of a certain politician., he has the lack of a certain . .,He has the backing of a certain politician.,0.7777777777777778
I can carry that for you if you'd smoke like me to., i can carry it for you if you ' d . about me .,I can carry that for you if you'd like me to.,0.7142857142857143
Some people are afraid increased. of spiders., many people are afraid of walk of,Some people are afraid of spiders.,0.5714285714285714
He said it was out of the question., he said it was just of the question .,He said it was out of the question.,0.8888888888888888
What were you doing at that time?, what were you doing at that time ?,What were you doing at that time?,1.0
More and more married couples share household chores., many living more with neighbors with neighbors neighbors .,More and more married couples share household chores.,0.2222222222222222
We will have lived here for a year next March., we will have lived here for a year next next .,We will have lived here for a year next March.,0.9090909090909091
I don't think I'll ever sound like a native speaker., i don ' t think i ' ll ever sound like a native speaker .,I don't think I'll ever sound like a native speaker.,1.0
Stop acting like a baby., stop acting like a baby .,Stop acting like a baby.,1.0
I never want to see get you in trouble., i never want to see you get you . .,I never want to see you get in trouble.,0.8
about know all We you., you know all we you .,We know all about you.,0.6666666666666666
do medicine What you recommend?, do you do you did ?,What medicine do you recommend?,0.5
Life is a great mystery., life is a great life .,Life is a great mystery.,0.8333333333333334
Is that why they died?, is that why they died ?,Is that why they died?,1.0
Is there any salt left?, is there any fish left ?,Is there any salt left?,0.8333333333333334
Don't ask questions, me. come with just, don ' t ask questions your me me me just just,Don't ask questions, just come with me.,0.45454545454545453
See you in two days., tom you in two days and,See you in two days.,0.6666666666666666
Do you have renaissance paintings?, do you have french french ?,Do you have renaissance paintings?,0.6666666666666666
My mother a sweater for me., my mother a sweater for me .,My mother made a sweater for me.,0.2857142857142857
You shouldn't share too much private information on the social networks., you should ' t share too much your information on the your ##s .,You shouldn't share too much private information on the social networks.,0.7142857142857143
car broke down on the way., i broke broke on the way way,My car broke down on the way.,0.2857142857142857
aunt She was so angry that she could not speak., i she was so angry that she could not .,She was so angry that she could not speak.,0.1
The 1990s began with the Gulf War., the world three with the war war .,The 1990s began with the Gulf War.,0.625
He went room. to her upstairs, he went to to bed room room,He went upstairs to her room.,0.5714285714285714
I resign. can't get along with him., i can ' t have any with . .,I can't get along with him.,0.6666666666666666
How do you do this?, how do you do this ?,How do you do this?,1.0
Yesterday was very cold so I wore a hat., i was very cold so i had a hat .,Yesterday was very cold so I wore a hat.,0.8
